time_acc,z,y,x,accuracy,time_sec
1709612861936215600,-0.6196670532226562,0.00519871711730957,0.2718818783760071,3,1709612861
1709612861985295400,-0.5102672576904297,0.05121302604675293,0.2210215926170349,3,1709612861
1709612862034863900,-0.15791606903076172,0.018352746963500977,0.16902700066566467,3,1709612862
1709612862085080600,0.15835952758789062,0.004716634750366211,0.045856624841690063,3,1709612862
1709612862135290600,0.022940635681152344,0.05056023597717285,0.0626528337597847,3,1709612862
1709612862185154300,-0.2507753372192383,0.10807514190673828,0.030957631766796112,3,1709612862
1709612862235018200,-0.06801605224609375,0.0539097785949707,0.046773761510849,3,1709612862
1709612862284882000,-0.03256702423095703,0.01982259750366211,-0.1158202737569809,3,1709612862
1709612862334745900,-0.0485687255859375,-0.0018372535705566406,-0.04625432938337326,3,1709612862
1709612862384609500,0.010130882263183594,-0.002262115478515625,-0.0631512850522995,3,1709612862
1709612862434473500,-0.06775856018066406,0.05466341972351074,-0.03947361558675766,3,1709612862
1709612862484337200,0.08814144134521484,0.04086613655090332,0.035265542566776276,3,1709612862
1709612862534201000,-0.10174751281738281,0.011852383613586426,-0.09098774939775467,3,1709612862
1709612862584064800,-0.19890117645263672,0.029983162879943848,0.05008617043495178,3,1709612862
1709612862633928700,-0.12041282653808594,0.07388579845428467,0.1953447163105011,3,1709612862
1709612862683792400,-0.08744239807128906,0.02223968505859375,0.12268105894327164,3,1709612862
1709612862733656300,-0.2789754867553711,0.033849358558654785,0.17855361104011536,3,1709612862
1709612862783520300,-0.1396007537841797,-0.005893707275390625,0.18044352531433105,3,1709612862
1709612862833384200,0.10272789001464844,-0.0368267297744751,-0.01694292016327381,3,1709612862
1709612862883248400,-0.0888681411743164,-0.0228579044342041,0.0775928795337677,3,1709612862
1709612862933112300,-0.11119270324707031,-0.01850879192352295,0.013114884495735168,3,1709612862
1709612862982976500,0.03118419647216797,-0.05889332294464111,-0.07851645350456238,3,1709612862
1709612863032840400,-0.13262271881103516,-0.031420111656188965,-0.012866616249084473,3,1709612863
1709612863082704600,-0.06548213958740234,0.032816290855407715,0.02161157876253128,3,1709612863
1709612863132568600,0.13115310668945312,0.05702805519104004,0.01757923513650894,3,1709612863
1709612863182432800,0.06077003479003906,0.05863642692565918,0.018006205558776855,3,1709612863
1709612863232296400,-0.14253711700439453,0.03827083110809326,0.02343524992465973,3,1709612863
1709612863282160400,-0.16693878173828125,0.0033468008041381836,0.025326266884803772,3,1709612863
1709612863332024000,0.16378116607666016,-0.05492281913757324,0.02550274133682251,3,1709612863
1709612863381888000,0.08391857147216797,-0.04503929615020752,0.06250414252281189,3,1709612863
1709612863431751700,-0.029382705688476562,0.02112710475921631,-0.007785879075527191,3,1709612863
1709612863481615600,0.03870582580566406,0.053225040435791016,0.0385889858007431,3,1709612863
1709612863531479300,-0.14959335327148438,0.07294678688049316,0.03348015993833542,3,1709612863
1709612863581343200,-0.031790733337402344,0.03243875503540039,-0.0011267438530921936,3,1709612863
1709612863631207000,0.02004528045654297,-0.012115120887756348,-0.0030655637383461,3,1709612863
1709612863681070800,-0.14145374298095703,-0.051007747650146484,-0.06023814529180527,3,1709612863
1709612863730934800,-0.06166267395019531,-0.04253876209259033,-0.007466718554496765,3,1709612863
1709612863780798700,0.07234764099121094,-0.03048419952392578,-0.002708330750465393,3,1709612863
1709612863830663000,0.13772869110107422,-0.02153003215789795,0.041789814829826355,3,1709612863
1709612863880526800,0.17086410522460938,0.020015597343444824,0.07538340985774994,3,1709612863
1709612863930391000,0.009383201599121094,0.04487144947052002,0.08578728139400482,3,1709612863
1709612863980255000,-0.028882980346679688,0.06554043292999268,0.10659067332744598,3,1709612863
1709612864030119200,-0.0828256607055664,0.05462825298309326,0.08280357718467712,3,1709612864
1709612864079983000,0.057524681091308594,-0.0039206743240356445,0.012263000011444092,3,1709612864
1709612864129847300,-0.14432430267333984,0.0029119253158569336,-0.03083464503288269,3,1709612864
1709612864179711200,-0.10438728332519531,-0.04421210289001465,-0.06783552467823029,3,1709612864
1709612864229575200,-0.05628395080566406,-0.0744781494140625,-0.12523400783538818,3,1709612864
1709612864279439000,-0.07121467590332031,-0.022302627563476562,-0.04139810800552368,3,1709612864
1709612864329302800,-0.0005807876586914062,0.04198253154754639,-0.027145296335220337,3,1709612864
1709612864379170000,0.07030773162841797,0.055852532386779785,0.036016032099723816,3,1709612864
1709612864429021200,0.11786651611328125,0.08407533168792725,0.021412253379821777,3,1709612864
1709612864478882800,0.07536983489990234,0.09330093860626221,0.029377490282058716,3,1709612864
1709612864528754700,0.056789398193359375,0.019637465476989746,-0.02192606031894684,3,1709612864
1709612864578623000,-0.06651973724365234,-0.018232226371765137,-0.045158371329307556,3,1709612864
1709612864628488200,-0.2631797790527344,-0.06457722187042236,-0.01927560567855835,3,1709612864
1709612864678346500,-0.4816932678222656,-0.1107715368270874,-0.11625243723392487,3,1709612864
