time_acc,z,y,x,accuracy,time_sec
1715363867402227000,1.3410015106201172,-0.33084917068481445,1.6749861240386963,3,1715363867
1715363867452101000,-0.05008983612060547,-0.3519796133041382,1.3915131092071533,3,1715363867
1715363867501975600,-0.9880819320678711,0.06542408466339111,0.8186771869659424,3,1715363867
1715363867551849700,-1.1847724914550781,-0.6601868271827698,0.5810874104499817,3,1715363867
1715363867601724000,-0.22671222686767578,-0.4090086817741394,0.17917415499687195,3,1715363867
1715363867651598000,-0.07504558563232422,-0.19556540250778198,-0.17659947276115417,3,1715363867
1715363867701472300,-1.3528251647949219,-0.2648048400878906,-0.5582385063171387,3,1715363867
1715363867751346400,-0.7607793807983398,-0.3078250288963318,-0.4820689558982849,3,1715363867
1715363867801220600,-1.1343984603881836,-0.64096999168396,-0.7649134993553162,3,1715363867
1715363867851095000,-1.7126731872558594,-0.23687589168548584,-0.08511793613433838,3,1715363867
1715363867900969200,-1.3264265060424805,-0.10983932018280029,0.18229705095291138,3,1715363867
1715363867950843400,-1.701218605041504,-0.15507268905639648,-0.30795249342918396,3,1715363867
1715363868000717800,-1.8884425163269043,-0.003704965114593506,-0.5372323393821716,3,1715363868
1715363868050592300,-1.2144203186035156,0.12551438808441162,-0.7948050498962402,3,1715363868
1715363868100466700,-1.2735586166381836,0.03910017013549805,-1.0726101398468018,3,1715363868
1715363868150341000,-0.3204317092895508,0.3135233521461487,-1.0804812908172607,3,1715363868
1715363868200215800,1.348954200744629,0.23628297448158264,-0.9226976037025452,3,1715363868
1715363868250090200,1.0363883972167969,0.18878546357154846,-1.3517094850540161,3,1715363868
1715363868299964700,0.0954904556274414,0.6253613233566284,-0.8942772150039673,3,1715363868
1715363868349838800,-0.30866527557373047,0.9430575966835022,-0.7889392375946045,3,1715363868
1715363868399713000,0.1270303726196289,1.0853898525238037,-1.0158647298812866,3,1715363868
1715363868449587200,0.7175312042236328,1.11100172996521,-0.7049700021743774,3,1715363868
1715363868499461400,1.0113410949707031,0.8954930305480957,-0.6500582695007324,3,1715363868
1715363868549335800,0.9605417251586914,0.5639643669128418,-0.6327841281890869,3,1715363868
1715363868599210000,0.3969697952270508,0.07354962825775146,-0.39303261041641235,3,1715363868
1715363868649084200,-0.3632020950317383,-0.4191058278083801,-0.13095223903656006,3,1715363868
1715363868698958300,-0.5519475936889648,-0.553019642829895,-0.032482147216796875,3,1715363868
1715363868748832500,-0.5129356384277344,-0.8243311643600464,0.3090144991874695,3,1715363868
1715363868798706700,0.16954612731933594,-1.1538543701171875,0.5167750716209412,3,1715363868
1715363868848581000,0.7645349502563477,-1.0921192169189453,0.45687657594680786,3,1715363868
1715363868898455300,-0.2816133499145508,-0.6342247724533081,0.6731438636779785,3,1715363868
1715363868948329500,-1.1024141311645508,-0.19370275735855103,0.7380813956260681,3,1715363868
1715363868998203600,-1.0357036590576172,0.0988520085811615,0.8909319043159485,3,1715363868
1715363869048077800,-0.1379547119140625,-0.07430809736251831,0.6456558108329773,3,1715363869
1715363869097952000,0.5348091125488281,-0.3552919328212738,0.39418599009513855,3,1715363869
1715363869147826400,0.49016284942626953,-0.4901163578033447,0.7163558602333069,3,1715363869
1715363869197700600,-0.10029983520507812,-0.5974968075752258,1.1131013631820679,3,1715363869
1715363869247575000,-0.5860700607299805,-0.6283472180366516,1.200602412223816,3,1715363869
1715363869297449500,-0.6161909103393555,-0.5394763946533203,0.9898020029067993,3,1715363869
1715363869347324000,-0.18618488311767578,-0.4385087490081787,0.6285752654075623,3,1715363869
1715363869397198300,0.011614799499511719,-0.24979031085968018,0.332645446062088,3,1715363869
1715363869447073000,-0.06976699829101562,0.005499124526977539,0.5598890781402588,3,1715363869
1715363869496947500,0.38103389739990234,0.029690086841583252,0.6265136003494263,3,1715363869
1715363869546822000,0.2551250457763672,0.05630451440811157,0.1706169694662094,3,1715363869
1715363869596696000,-0.01878643035888672,0.11465698480606079,-0.03143736720085144,3,1715363869
1715363869646570500,0.3229494094848633,0.20067542791366577,-0.5009337663650513,3,1715363869
1715363869696444700,0.5310430526733398,0.2577663064002991,-1.103015422821045,3,1715363869
1715363869746318800,0.09955883026123047,0.5678799748420715,-1.2874524593353271,3,1715363869
1715363869796193000,-0.30774688720703125,0.8050571084022522,-1.0574737787246704,3,1715363869
1715363869846067200,-0.121246337890625,0.7589901685714722,-0.7994598150253296,3,1715363869
1715363869895941400,0.3204965591430664,0.4847211241722107,-0.7295987606048584,3,1715363869
1715363869945815800,0.3064861297607422,0.2716296911239624,-0.6926816701889038,3,1715363869
1715363869995690000,0.46045494079589844,0.09303015470504761,-0.5415084362030029,3,1715363869
1715363870045564200,-0.16014957427978516,0.013963460922241211,0.006823405623435974,3,1715363870
