time,z,y,x,accuracy
1708448417824426500,0.0032124072313308716,-0.00730133056640625,0.006070137023925781,3
1708448417834400000,0.007702916860580444,-0.011932849884033203,0.005928993225097656,3
1708448417844373800,-0.0018009096384048462,-0.007123708724975586,0.001129150390625,3
1708448417854347300,0.0029377490282058716,0.002330303192138672,0.01044464111328125,3
1708448417864320800,0.012234292924404144,0.002211928367614746,0.010196685791015625,3
1708448417874294500,0.007192276418209076,0.0020977258682250977,0.00528717041015625,3
1708448417884268000,0.011625692248344421,-0.002791166305541992,0.014536857604980469,3
1708448417894241500,0.006616756319999695,0.0017875432968139648,0.009545326232910156,3
1708448417904215300,-0.002869255840778351,-0.0030972957611083984,-0.0000133514404296875,3
1708448417914188800,-0.007466159760951996,-0.0031932592391967773,0.004689216613769531,3
1708448417924162300,-0.00259573757648468,-0.0031870603561401367,0.004595756530761719,3
1708448417934136000,-0.007205255329608917,-0.012559652328491211,-0.004870414733886719,3
1708448417944109600,-0.007033146917819977,-0.007674455642700195,0.009307861328125,3
1708448417954083000,-0.011650450527668,-0.012276411056518555,0.018514633178710938,3
1708448417964056800,-0.006804153323173523,-0.0121992826461792,0.004086494445800781,3
1708448417974030300,-0.00664820522069931,-0.007330179214477539,0.013406753540039062,3
1708448417984003800,0.0028984546661376953,-0.016751766204833984,-0.0009222030639648438,3
1708448417993977600,0.0028812140226364136,-0.011906623840332031,-0.0008869171142578125,3
1708448418003951000,0.00756661593914032,-0.002452373504638672,0.0038480758666992188,3
1708448418013924900,0.002753734588623047,-0.007173418998718262,0.0037860870361328125,3
1708448418023898400,0.0027305707335472107,-0.007211565971374512,-0.0009670257568359375,3
1708448418033872000,0.007312484085559845,-0.0025453567504882812,0.008480072021484375,3
1708448418043845600,0.007111668586730957,-0.012080788612365723,0.0036478042602539062,3
1708448418053819100,0.01163618266582489,-0.0026273727416992188,0.0036058425903320312,3
1708448418063792600,0.006656751036643982,-0.007354140281677246,0.008261680603027344,3
1708448418073766400,0.01597682386636734,-0.01200103759765625,0.008131027221679688,3
1708448418083740000,0.006307177245616913,-0.00715327262878418,0.0127105712890625,3
1708448418093713400,0.0015186220407485962,-0.002387523651123047,0.007796287536621094,3
1708448418103687200,0.0015184804797172546,-0.0072203874588012695,-0.006442070007324219,3
1708448418113660700,-0.0032923147082328796,0.002255082130432129,0.00308990478515625,3
1708448418123634200,-0.0033143386244773865,0.002053380012512207,-0.006360054016113281,3
1708448418133608000,0.006069853901863098,-0.002852320671081543,0.007890701293945312,3
1708448418143581400,0.001285254955291748,-0.012386083602905273,0.007777214050292969,3
1708448418153555000,0.0012890025973320007,-0.007533073425292969,-0.011179924011230469,3
1708448418163528700,-0.008215226233005524,0.0018444061279296875,0.007859230041503906,3
1708448418173502200,-0.003446608781814575,-0.0030590295791625977,0.007746696472167969,3
1708448418183475700,0.001242518424987793,-0.0030699968338012695,0.007624626159667969,3
1708448418193449500,0.0012469738721847534,-0.0030808448791503906,0.012212753295898438,3
1708448418203423000,0.0012627094984054565,-0.003092646598815918,0.012015342712402344,3
1708448418213396700,0.0011761114001274109,0.001604318618774414,0.0024051666259765625,3
1708448418223370200,-0.003526918590068817,-0.012610197067260742,-0.0023365020751953125,3
1708448418233343700,0.005974218249320984,-0.0030448436737060547,0.0024175643920898438,3
1708448418243317500,0.0059111639857292175,-0.012576580047607422,-0.0023136138916015625,3
1708448418253291000,0.0058378130197525024,-0.007720351219177246,0.0024404525756835938,3
1708448418263264800,0.0009550079703330994,-0.012362241744995117,0.011824607849121094,3
1708448418273238300,0.0009756013751029968,-0.012219429016113281,0.0069255828857421875,3
1708448418283212000,-0.0037127435207366943,-0.0026618242263793945,0.006816864013671875,3
1708448418293185500,-0.003614358603954315,0.0020279884338378906,0.006710052490234375,3
1708448418303159300,-0.0035289525985717773,-0.0027763843536376953,0.0066051483154296875,3
1708448418313132800,0.005870141088962555,-0.0027921199798583984,-0.0029144287109375,3
1708448418323106600,0.0010888725519180298,-0.0028076171875,0.02068328857421875,3
1708448418333080300,0.005804494023323059,-0.012342095375061035,-0.0031862258911132812,3
1708448418343053800,0.005732916295528412,-0.012300491333007812,-0.0031156539916992188,3
1708448418353027600,0.000851854681968689,-0.016968131065368652,-0.0030450820922851562,3
1708448418363001000,-0.0038457661867141724,-0.007432222366333008,-0.0076847076416015625,3
1708448418372974800,-0.003756500780582428,0.006755471229553223,0.0018672943115234375,3
1708448418382948400,-0.0036800727248191833,-0.0028351545333862305,0.0065517425537109375,3
1708448418392922000,0.0058236196637153625,0.0018587112426757812,0.0017404556274414062,3
1708448418402895600,0.010460324585437775,-0.0029429197311401367,0.006426811218261719,3
1708448418412869400,0.0007918775081634521,-0.007766604423522949,0.0016298294067382812,3
1708448418422843100,0.010221041738986969,-0.003092646598815918,0.0016202926635742188,3
1708448418432816600,0.0005565807223320007,0.0015033483505249023,0.011029243469238281,3
1708448418442790400,0.0004703924059867859,0.00612485408782959,0.006144523620605469,3
1708448418452764000,0.0003856346011161804,0.0012521743774414062,0.0013408660888671875,3
1708448418462737700,0.005112975835800171,-0.008247852325439453,0.0107421875,3
1708448418472711200,-0.009084217250347137,-0.0081712007522583,0.0058612823486328125,3
1708448418482685000,-0.013616248965263367,-0.012805581092834473,0.010478973388671875,3
1708448418492658400,-0.003946945071220398,-0.01265418529510498,0.010311126708984375,3
1708448418502632200,-0.008564591407775879,-0.007898807525634766,0.00074005126953125,3
1708448418512606000,-0.0036880746483802795,-0.0032227039337158203,-0.003963470458984375,3
1708448418522579500,-0.0037035271525382996,-0.008041739463806152,-0.0038785934448242188,3
1708448418532553200,-0.008427321910858154,-0.012780427932739258,0.0009136199951171875,3
1708448418542526700,0.0010534077882766724,-0.008022904396057129,0.0009174346923828125,3
1708448418552500500,-0.0036475732922554016,-0.0033446550369262695,0.010336875915527344,3
1708448418562474000,0.0057534947991371155,-0.0034530162811279297,0.014891624450683594,3
1708448418572447700,0.0009628236293792725,-0.0034563541412353516,-0.008893013000488281,3
1708448418582421200,-0.003747999668121338,-0.008168220520019531,0.00067901611328125,3
1708448418592395000,0.010454073548316956,-0.008195042610168457,-0.004023551940917969,3
1708448418602368800,0.0055850595235824585,0.0011957883834838867,0.014895439147949219,3
1708448418612342300,0.014922983944416046,-0.0036957263946533203,0.00995635986328125,3
1708448418622316000,0.0005736500024795532,-0.003798246383666992,-0.009026527404785156,3
1708448418632289500,0.0006006211042404175,-0.0037981271743774414,0.00525665283203125,3
1708448418642263300,-0.004092805087566376,0.0008096694946289062,0.00989532470703125,3
1708448418652236800,-0.004010781645774841,-0.008783936500549316,-0.0043773651123046875,3
1708448418662210600,-0.003930121660232544,-0.013509035110473633,0.005130767822265625,3
1708448418672184000,-0.003850795328617096,-0.004029631614685059,-0.0043544769287109375,3
1708448418682157800,-0.008470043540000916,-0.004126548767089844,-0.008973121643066406,3
1708448418692131600,0.0010114014148712158,-0.004119753837585449,0.0006008148193359375,3
1708448418702105000,-0.00839746743440628,-0.004215240478515625,0.010025978088378906,3
1708448418712078800,0.0010827630758285522,0.00039947032928466797,0.005168914794921875,3
1708448418722052400,-0.008429393172264099,0.00022864341735839844,0.009810447692871094,3
1708448418732026000,-0.003657221794128418,-0.009356498718261719,0.0049571990966796875,3
1708448418741999600,-0.0035710856318473816,-0.009262561798095703,-0.004535675048828125,3
1708448418751973000,-0.0035884901881217957,0.00024700164794921875,0.009673118591308594,3
1708448418761947000,-0.0036056041717529297,-0.014047026634216309,0.00011348724365234375,3
1708448418771920400,0.010594099760055542,-0.009165167808532715,0.004826545715332031,3
1708448418781894000,-0.003785178065299988,-0.013782978057861328,0.009462356567382812,3
1708448418791867600,-0.00370827317237854,-0.008905529975891113,-0.00010585784912109375,3
1708448418801841200,-0.0036212876439094543,-0.008819103240966797,-0.0000972747802734375,3
1708448418811814700,-0.0035357624292373657,-0.004127621650695801,0.018756866455078125,3
1708448418821788400,0.0011548399925231934,0.0005877017974853516,0.00432586669921875,3
1708448418831762000,0.0010586678981781006,0.0005159378051757812,-0.00044727325439453125,3
1708448418841735400,0.0009640976786613464,-0.013680458068847656,0.004276275634765625,3
1708448418851709200,-0.003735378384590149,0.0005092620849609375,-0.00048542022705078125,3
1708448418861682700,-0.013065136969089508,-0.004269838333129883,-0.0004711151123046875,3
1708448418871656200,-0.00811360776424408,0.00044786930084228516,-0.00516510009765625,3
1708448418881630000,-0.017370395362377167,-0.009038805961608887,-0.0003643035888671875,3
1708448418891603500,-0.007638514041900635,-0.008950114250183105,0.004357337951660156,3
1708448418901577200,-0.007486023008823395,-0.004154324531555176,0.004291534423828125,3
1708448418911550700,-0.0027409493923187256,0.00046062469482421875,-0.00047016143798828125,3
1708448418921524200,0.001936398446559906,-0.004317641258239746,-0.00045490264892578125,3
1708448418931498000,-0.0027792826294898987,-0.009016275405883789,0.004267692565917969,3
1708448418941471500,0.0020008087158203125,-0.008928060531616211,-0.0005054473876953125,3
1708448418951445000,0.001992642879486084,-0.004132628440856934,-0.0004901885986328125,3
1708448418961418800,-0.00743257999420166,-0.008834362030029297,-0.005184173583984375,3
1708448418971392300,-0.007283531129360199,-0.008851289749145508,0.004337310791015625,3
1708448418981365800,0.0021781250834465027,-0.013474345207214355,0.0042724609375,3
1708448418991339500,-0.007250197231769562,-0.0087052583694458,-0.009906768798828125,3
1708448419001313000,0.006919503211975098,-0.008724331855773926,0.004403114318847656,3
1708448419011286500,-0.002689942717552185,-0.013451576232910156,-0.005068778991699219,3
1708448419021260300,-0.002722039818763733,-0.008682847023010254,0.009160041809082031,3
1708448419031233800,-0.0027536004781723022,-0.003891587257385254,-0.0004024505615234375,3
1708448419041207300,0.0019239559769630432,-0.008597373962402344,0.0043201446533203125,3
1708448419051181000,-0.007613584399223328,-0.0038063526153564453,0.0042552947998046875,3
1708448419061154600,-0.002764269709587097,-0.008512377738952637,-0.0005178451538085938,3
1708448419071128000,0.006724163889884949,0.005591154098510742,0.008925437927246094,3
1708448419081101800,0.001928672194480896,0.005333900451660156,0.004085540771484375,3
1708448419091075300,-0.002888992428779602,0.00037229061126708984,-0.010089874267578125,3
1708448419101049000,0.0018929317593574524,-0.004506587982177734,0.008930206298828125,3
1708448419111022600,-0.0028220266103744507,-0.0044934749603271484,0.0040798187255859375,3
1708448419120996000,0.001958779990673065,-0.009189128875732422,0.0040187835693359375,3
1708448419130969900,-0.0028593838214874268,-0.004491448402404785,0.003970146179199219,3
1708448419140943400,0.00652853399515152,-0.00458073616027832,-0.00078582763671875,3
1708448419150916900,-0.012491591274738312,-0.004668474197387695,0.013371467590332031,3
1708448419160890600,-0.007640361785888672,-0.004755973815917969,0.003749847412109375,3
1708448419170864000,0.006547205150127411,-0.00955057144165039,-0.0010023117065429688,3
1708448419180837600,0.006372518837451935,-0.00013947486877441406,-0.01980113983154297,3
1708448419190811400,-0.003227807581424713,-0.005009889602661133,-0.010035514831542969,3
1708448419200785000,-0.0032509416341781616,-0.0002797842025756836,-0.00044345855712890625,3
1708448419210758700,0.006245613098144531,-0.009856462478637695,-0.00041866302490234375,3
1708448419220732400,0.010898031294345856,-0.00033926963806152344,-0.00040531158447265625,3
1708448419230706000,0.010764315724372864,-0.00039780139923095703,-0.00039196014404296875,3
1708448419240679700,0.001102164387702942,-0.00045430660247802734,-0.0050868988037109375,3
1708448419250653200,0.005817577242851257,-0.01002800464630127,-0.0049839019775390625,3
1708448419260627000,-0.003671392798423767,-0.0100250244140625,-0.00017452239990234375,3
1708448419270600400,-0.003585025668144226,-0.019439220428466797,0.013972282409667969,3
1708448419280574200,0.0012084990739822388,-0.005153536796569824,-0.0003681182861328125,3
1708448419290547700,-0.003495052456855774,-0.014648914337158203,-0.0050525665283203125,3
1708448419300521500,0.010714173316955566,-0.009758234024047852,0.00445556640625,3
1708448419310495200,0.0011549517512321472,-0.004950165748596191,-0.0003204345703125,3
1708448419320468700,0.005869485437870026,-0.014346837997436523,-0.005017280578613281,3
1708448419330442500,-0.003620348870754242,-0.004854679107666016,0.0045013427734375,3
1708448419340416000,0.0011737644672393799,-0.004937887191772461,-0.00026416778564453125,3
1708448419350389800,-0.0035292059183120728,-0.00031113624572753906,-0.004950523376464844,3
1708448419360363300,-0.0035473033785820007,-0.005178689956665039,0.0045680999755859375,3
1708448419370337000,-0.008285067975521088,-0.005255341529846191,-0.00019741058349609375,3
1708448419380310500,0.0011819154024124146,-0.005330681800842285,0.004532814025878906,3
1708448419390284300,-0.003623291850090027,0.004011273384094238,0.009184837341308594,3
1708448419400258000,-0.013045646250247955,-0.010346651077270508,-0.0003662109375,3
1708448419410231600,-0.003476560115814209,-0.000820159912109375,-0.0003528594970703125,3
1708448419420205300,0.005921654403209686,-0.00557708740234375,-0.005047798156738281,3
1708448419430178800,-0.0036711543798446655,-0.010356783866882324,0.0044727325439453125,3
1708448419440152600,0.005832403898239136,-0.005537629127502441,0.013821601867675781,3
1708448419450126000,-0.008354038000106812,-0.010217070579528809,0.004180908203125,3
1708448419460099800,-0.012988962233066559,-0.010110020637512207,-0.0005903244018554688,3
1708448419470073300,-0.0034208372235298157,-0.005296111106872559,-0.0005731582641601562,3
1708448419480047000,-0.008137978613376617,-0.0052710771560668945,-0.0005559921264648438,3
1708448419490020600,-0.0033593028783798218,-0.005246400833129883,-0.005248069763183594,3
1708448419499994400,-0.007986731827259064,-0.0005123615264892578,-0.00044536590576171875,3
1708448419509968100,-0.00311984121799469,-0.005274415016174316,0.01369476318359375,3
1708448419519941600,-0.003156140446662903,-0.009955883026123047,-0.005360603332519531,3
1708448419529915400,0.0016188621520996094,-0.009850740432739258,0.008861541748046875,3
1708448419539889000,0.0016170591115951538,-0.00503993034362793,0.00872039794921875,3
1708448419549862700,0.0015131831169128418,-0.009726524353027344,0.008582115173339844,3
1708448419559836200,0.006108269095420837,-0.0097273588180542,0.017874717712402344,3
1708448419569810000,-0.0034876614809036255,-0.004918694496154785,-0.010666847229003906,3
1708448419579783400,0.001202128827571869,-0.00029218196868896484,-0.0057621002197265625,3
1708448419589757200,0.0011051669716835022,-0.0004514455795288086,0.008478164672851562,3
1708448419599731000,0.010529130697250366,-0.0006080865859985352,-0.0010623931884765625,3
1708448419609704400,0.005670227110385895,-0.010179281234741211,-0.0010271072387695312,3
1708448419619678200,0.0008923038840293884,-0.0006544589996337891,0.017830848693847656,3
1708448419629651700,-0.003805980086326599,-0.005414128303527832,-0.0060024261474609375,3
1708448419639625500,-0.0038081035017967224,-0.005387067794799805,0.012939453125,3
1708448419649599000,-0.0038215667009353638,-0.0101701021194458,0.012742996215820312,3
1708448419659572700,0.014999575912952423,-0.010164856910705566,0.003131866455078125,3
1708448419669546200,0.0005354881286621094,-0.0007413625717163086,0.0030984878540039062,3
1708448419679520000,-0.004168219864368439,-0.0008920431137084961,-0.001644134521484375,3
1708448419689493800,-0.01360425353050232,-0.005748867988586426,-0.001598358154296875,3
1708448419699467300,0.0006713420152664185,-0.015132308006286621,0.007852554321289062,3
1708448419709441000,-0.008720479905605316,-0.010234713554382324,0.00772857666015625,3
1708448419719414500,-0.003932103514671326,-0.014835953712463379,-0.0018100738525390625,3
1708448419729388300,0.000765092670917511,-0.014752864837646484,0.0029478073120117188,3
1708448419739361800,0.0007775202393531799,-0.009962677955627441,0.007624626159667969,3
1708448419749335600,-0.003918848931789398,-0.014669418334960938,-0.0019016265869140625,3
1708448419759309000,-0.00863906741142273,-0.014486908912658691,0.00284576416015625,3
1708448419769282800,0.005553774535655975,-0.009598851203918457,0.0028057098388671875,3
1708448419779256300,0.0007777959108352661,-0.004792332649230957,-0.0019426345825195312,3
1708448419789229800,-0.013335779309272766,-0.00487673282623291,0.012233734130859375,3
1708448419799203600,-0.003761887550354004,-0.0095672607421875,0.0026197433471679688,3
1708448419809177000,-0.008473359048366547,-0.00015604496002197266,-0.00211334228515625,3
1708448419819150600,-0.003689110279083252,-0.014444589614868164,0.007357597351074219,3
1708448419829124400,-0.008299678564071655,-0.009558439254760742,0.002532958984375,3
1708448419839097900,-0.003416210412979126,-0.009462356567382812,0.0024976730346679688,3
1708448419849071400,0.006083101034164429,-0.004658102989196777,0.007171630859375,3
1708448419859045000,0.0012983009219169617,-0.004642486572265625,-0.0023584365844726562,3
1708448419869018600,0.0011997222900390625,-0.004627108573913574,0.0023965835571289062,3
1708448419878992100,-0.008314408361911774,-0.004714250564575195,0.007083892822265625,3
1708448419888966000,-0.00825277715921402,-0.009508490562438965,-0.011849403381347656,3
1708448419898939400,0.001225017011165619,-0.009514212608337402,0.0024929046630859375,3
1708448419908913200,0.005836255848407745,-4.76837158203125e-7,0.0024585723876953125,3
1708448419918886700,-0.0037551522254943848,-0.009479641914367676,-0.006992340087890625,3
1708448419928860200,0.0009390860795974731,-0.004675030708312988,0.0025491714477539062,3
1708448419938834000,-0.0038734599947929382,0.00005066394805908203,-0.0069026947021484375,3
1708448419948807400,-0.018011629581451416,-0.004720807075500488,-0.0067806243896484375,3
1708448419958781000,-0.008371181786060333,0.000004410743713378906,-0.00666046142578125,3
1708448419968754700,-0.008308596909046173,-0.000057697296142578125,0.0028753280639648438,3
1708448419978728200,-0.0035384520888328552,-0.014244556427001953,0.0075435638427734375,3
1708448419988701700,-0.00816289335489273,-0.0046520233154296875,0.002716064453125,3
1708448419998675500,-0.008001662790775299,-0.004636526107788086,-0.011448860168457031,3
1708448420008649000,0.0015740692615509033,0.0047959089279174805,0.0028743743896484375,3
1708448420018622500,0.006179496645927429,0.00004744529724121094,0.0028228759765625,3
1708448420028596200,0.010810285806655884,-0.00462186336517334,-0.0019378662109375,3
1708448420038569700,0.005946695804595947,-0.014024019241333008,0.007517814636230469,3
1708448420048543200,0.001062050461769104,-0.013954520225524902,-0.0020055770874023438,3
1708448420058517000,0.0009674131870269775,-0.013886213302612305,-0.016078948974609375,3
1708448420068490500,-0.008440718054771423,-0.009008169174194336,-0.006386756896972656,3
1708448420078464000,-0.003554902970790863,0.00039374828338623047,-0.006262779235839844,3
1708448420088437800,-0.00817907601594925,-0.004485607147216797,-0.0108489990234375,3
1708448420098411300,-0.0033089742064476013,-0.004575014114379883,0.008184432983398438,3
1708448420108385000,-0.008039355278015137,-0.009371519088745117,-0.006058692932128906,3
1708448420118358500,-0.003273695707321167,-0.009379386901855469,0.0034780502319335938,3
1708448420128332000,-0.0032960698008537292,0.00013208389282226562,0.008135795593261719,3
1708448420138305800,0.006087757647037506,0.004675507545471191,0.0033102035522460938,3
1708448420148279300,0.010708712041378021,-0.004880428314208984,0.003261566162109375,3
1708448420158252800,0.00573333352804184,-0.014379382133483887,0.0079345703125,3
1708448420168226600,-0.003754235804080963,-0.004886746406555176,0.00782012939453125,3
1708448420178200000,-0.008477196097373962,-0.00015866756439208984,0.0029888153076171875,3
1708448420188173800,-0.003613494336605072,-0.009736299514770508,0.0076656341552734375,3
1708448420198147300,0.005786985158920288,-0.014446854591369629,-0.00656890869140625,3
1708448420208121000,0.0009049996733665466,-0.009661674499511719,0.012393951416015625,3
1708448420218094800,-0.0038956105709075928,-0.004956245422363281,0.012206077575683594,3
1708448420228068400,0.0008009672164916992,-0.004935622215270996,0.0025930404663085938,3
1708448420238042000,-0.003986544907093048,-0.014436006546020508,0.01198577880859375,3
1708448420248015600,-0.008694283664226532,-0.009549975395202637,-0.007040977478027344,3
1708448420257989400,-0.008512832224369049,-0.009454011917114258,-0.002208709716796875,3
1708448420267963000,-0.003625810146331787,-0.004753232002258301,0.00726318359375,3
1708448420277936600,0.0011797621846199036,-0.009547948837280273,-0.00696563720703125,3
1708448420287910100,0.001196645200252533,-0.009554266929626465,-0.0021228790283203125,3
1708448420297884000,0.0012132450938224792,-0.004749655723571777,0.012044906616210938,3
1708448420307857700,0.0059381648898124695,-0.004733681678771973,-0.0022754669189453125,3
1708448420317831200,0.005773618817329407,-0.009426593780517578,0.0024785995483398438,3
1708448420327805000,0.0008918493986129761,0.00008571147918701172,0.007153511047363281,3
1708448420337778400,0.010217241942882538,0.000022292137145996094,-0.0023756027221679688,3
1708448420347752200,-0.008762255311012268,-0.004748702049255371,0.00708770751953125,3
1708448420357725700,-0.0038938000798225403,-0.014147639274597168,0.011684417724609375,3
1708448420367699500,-0.008410193026065826,-0.018682479858398438,0.0020780563354492188,3
1708448420377673000,-0.003536239266395569,-0.0044095516204833984,-0.00264739990234375,3
1708448420387646700,-0.003452122211456299,-0.004500269889831543,0.0021228790283203125,3
1708448420397620500,0.0012370645999908447,0.00011909008026123047,-0.0073108673095703125,3
1708448420407594000,0.01064746081829071,-0.00004589557647705078,0.006954193115234375,3
1708448420417567700,0.010393060743808746,-0.00481569766998291,0.011554718017578125,3
1708448420427541200,0.0008278340101242065,-0.004797458648681641,0.0019512176513671875,3
1708448420437515000,-0.003869369626045227,-0.0095902681350708,0.011353492736816406,3
1708448420447488500,-0.003779694437980652,-0.00017750263214111328,-0.0029439926147460938,3
1708448420457462300,0.0010170787572860718,-0.009653687477111816,0.0018205642700195312,3
1708448420467435800,-0.0036832764744758606,-0.00484621524810791,0.006505012512207031,3
1708448420477409500,-0.0036988407373428345,-0.0048274993896484375,0.0016956329345703125,3
1708448420487383300,0.0010058209300041199,-0.014329671859741211,0.006394386291503906,3
1708448420497356800,-0.0037964805960655212,-0.0048378705978393555,0.011014938354492188,3
1708448420507330600,0.010315634310245514,-0.009527802467346191,-0.0032873153686523438,3
1708448420517304000,0.0007630586624145508,-0.004723548889160156,0.006191253662109375,3
1708448420527277800,0.010192729532718658,-0.009415388107299805,0.0013856887817382812,3
1708448420537251300,0.005339436233043671,-0.014131307601928711,0.0013799667358398438,3
1708448420547225000,-0.0041301921010017395,-0.014061212539672852,0.0013751983642578125,3
1708448420557198600,-0.008631281554698944,-0.009181499481201172,0.0013580322265625,3
1708448420567172400,-0.013159483671188354,-0.013800263404846191,-0.0033664703369140625,3
1708448420577146000,-0.003486417233943939,-0.013633489608764648,0.0014047622680664062,3
1708448420587119600,-0.003403119742870331,-0.008861899375915527,-0.0033092498779296875,3
1708448420597093400,-0.003423348069190979,0.0005387067794799805,-0.00323486328125,3
1708448420607067000,-0.0034432411193847656,-0.0043430328369140625,0.01096343994140625,3
1708448420617040600,-0.0034628063440322876,-0.013852119445800781,-0.008034706115722656,3
1708448420627014100,0.005946502089500427,-0.008975863456726074,-0.0031843185424804688,3
1708448420636988000,0.0010618418455123901,-0.004179716110229492,-0.0031232833862304688,3
1708448420646961400,0.005777932703495026,-0.00898289680480957,-0.0030536651611328125,3
1708448420656935200,-0.00840761512517929,-0.013604998588562012,-0.0029964447021484375,3
1708448420666909000,-0.017659500241279602,0.0005832910537719727,-0.0029287338256835938,3
1708448420676882400,-0.003316327929496765,-0.009007811546325684,-0.007569313049316406,3
1708448420686856200,-0.0033379942178726196,-0.009021878242492676,0.0019931793212890625,3
1708448420696829700,0.0013492926955223083,-0.018452882766723633,0.011395454406738281,3
1708448420706803500,0.0012498646974563599,-0.018207311630249023,-0.0029125213623046875,3
1708448420716777000,-0.0035451501607894897,-0.01325845718383789,0.015977859497070312,3
1708448420726750700,-0.003551661968231201,-0.017911434173583984,-0.0031042098999023438,3
1708448420736724200,-0.012873128056526184,-0.0036525726318359375,-0.007742881774902344,3
1708448420746698000,-0.0033183246850967407,0.0010548830032348633,-0.0028972625732421875,3
1708448420756671700,-0.0033286139369010925,0.0008718967437744141,-0.00283050537109375,3
1708448420766645200,0.0013585090637207031,0.0007953643798828125,-0.0027761459350585938,3
1708448420776619000,-0.003347545862197876,-0.003988504409790039,0.0019855499267578125,3
1708448420786592500,-0.003266572952270508,-0.00408625602722168,-0.0027379989624023438,3
1708448420796566300,0.0014308765530586243,0.0006272792816162109,-0.0026845932006835938,3
1708448420806539800,-0.0033785030245780945,-0.004256010055541992,-0.0073299407958984375,3
1708448420816513500,-0.012816332280635834,-0.004349350929260254,-0.0024805068969726562,3
1708448420826487000,-0.007868945598602295,-0.013756036758422852,0.006984710693359375,3
1708448420836460800,-0.0029926598072052,-0.013589978218078613,0.002166748046875,3
1708448420846434300,-0.007614843547344208,-0.01813530921936035,-0.00257110595703125,3
1708448420856407800,-0.0028562769293785095,-0.0037692785263061523,0.006896018981933594,3
1708448420866381600,-0.007594220340251923,-0.017894268035888672,0.0020799636840820312,3
1708448420876355000,-0.00754459947347641,-0.008240818977355957,-0.0073642730712890625,3
1708448420886328600,0.0066299885511398315,-0.0034568309783935547,0.006892204284667969,3
1708448420896302300,0.0017339438199996948,-0.008169770240783691,-0.00263214111328125,3
1708448420906275800,0.006336696445941925,-0.003386974334716797,-0.016706466674804688,3
1708448420916249300,0.006256259977817535,-0.0033925771713256836,0.0024127960205078125,3
1708448420926223000,-0.003240026533603668,0.0012083053588867188,-0.0023183822631835938,3
1708448420936196600,-0.007869452238082886,-0.0036846399307250977,0.0024471282958984375,3
1708448420946170000,-0.002902396023273468,-0.00849604606628418,-0.011702537536621094,3
1708448420956143900,-0.02637183666229248,-0.0038100481033325195,0.01676177978515625,3
1708448420966117400,-0.016592055559158325,0.010215044021606445,0.0023756027221679688,3
1708448420976091000,-0.016392461955547333,0.0004633665084838867,-0.002353668212890625,3
1708448420986064600,-0.016196198761463165,-0.004314899444580078,-0.0023069381713867188,3
1708448420996038100,-0.011294610798358917,-0.009013533592224121,0.0071563720703125,3
1708448421006011600,0.002942480146884918,-0.013633966445922852,-0.011789321899414062,3
1708448421015985400,0.007627218961715698,-0.004153728485107422,-0.0021581649780273438,3
1708448421025959000,0.012233875691890717,-0.0042487382888793945,-0.00681304931640625,3
