time,longitude,latitude,quality_label,mean_x,mean_y,mean_z,RMS_x,RMS_y,RMS_z,longitude_s,latitude_s,longitude_e,latitude_e
1.7015952880247434e+18,,,0.0,0.03637343417021695,0.14531431553997484,0.43264622401255887,0.10068621017868133,0.25803915691484236,0.49145129254855235,75.819344,26.8606893,75.819344,26.8606893
1.701595288527064e+18,,,0.0,0.10707351471559916,0.28528057875784485,0.5985319081292988,0.21251960331078198,0.48802391462993905,0.7176217132554856,75.819344,26.8606893,75.819344,26.8606893
1.701595289029386e+18,,,0.0,0.16235850833501175,0.29853516367599225,0.8047780292843046,0.34509709749217554,0.4998948159186043,0.9959214859321198,75.819344,26.8606893,75.819344,26.8606893
1.7015952895317094e+18,,,0.0,0.2102116762770921,0.27912668910612504,0.9468480684120125,0.42444820863545296,0.4299676701874452,1.1437685321016522,75.819344,26.8606893,75.8191981,26.8604793
1.701595290034034e+18,,,0.0,0.24117549950680062,0.4520803019714299,1.3749714445217531,0.4612623427078846,0.776036066973567,1.6835958211487017,75.819344,26.8606893,75.8191981,26.8604793
1.7015952905514286e+18,,,0.0,0.24014051024489155,0.4171825736334304,1.4045684963985863,0.4972149050146431,0.7534117551896748,1.7174177631718832,75.8191981,26.8604793,75.8191912,26.8604854
1.7015952910537546e+18,,,0.0,0.29473369855439474,0.2909905276648888,1.0967864369580926,0.6365459182699289,0.4699033887276499,1.334876859756879,75.8191981,26.8604793,75.8191912,26.8604854
1.701595291556081e+18,,,0.0,0.2801020877821596,0.40693649477648625,1.0621527595354605,0.6002460974443689,0.6655181953868448,1.3298625083471478,75.8191912,26.8604854,75.8191912,26.8604854
1.7015952920584072e+18,,,0.0,0.2415619763585236,0.3834302041351694,0.9672350941967061,0.46906627124178546,0.6327604384034259,1.1687552792478868,75.8191912,26.8604854,75.8191883,26.860497
1.7015952925607337e+18,,,0.0,0.3744851912075877,0.3248772475923809,1.2275725271995386,0.72458012861487,0.4973641358055848,1.456228521267908,75.8191912,26.8604854,75.8191883,26.860497
1.7015952930630607e+18,,,0.0,0.4532948655432724,0.41324577498941223,1.3481264703123708,0.8534221695206475,0.6305568579195125,1.5901413416587744,75.8191883,26.860497,75.8191813,26.8605032
1.7015952935653878e+18,,,0.0,0.4399679432392735,0.563063371273651,1.41445941639193,0.817578903393135,0.818106838483028,1.7319868073759925,75.8191883,26.860497,75.8191768,26.8605044
1.7015952940677146e+18,,,0.0,0.40108072349909923,0.5995216437405533,1.4708706224133223,0.7282776826343984,0.8686207207843492,1.8064376491241563,75.8191813,26.8605032,75.8191751,26.8604991
1.7015952945700419e+18,,,0.0,0.3073181668142919,0.46171407289969274,1.0858846665503454,0.5712358127948803,0.7701785296943221,1.3593681056600035,75.8191768,26.8605044,75.8191751,26.8604991
1.7015952950723697e+18,,,0.0,0.20662986753751664,0.36604060128457516,0.8425764641913842,0.3978885543923183,0.6684576207534358,1.0915992304138544,75.8191751,26.8604991,75.8191739,26.860499
1.7015952955746977e+18,,,0.0,0.249247021659229,0.30751695664719186,0.9503887816021988,0.4540026968611435,0.5180119333669977,1.2322380564255173,75.8191751,26.8604991,75.8191721,26.8604992
1.7015952960770266e+18,,,0.0,0.2763414240348232,0.3025239848220935,1.1046279388215317,0.49733673153634517,0.4776704776003991,1.34699180902177,75.8191739,26.860499,75.8191696,26.8605003
1.7015952965793567e+18,,,0.0,0.2274761266900786,0.38853924428161885,1.0605068204923078,0.4515848473542972,0.6536314453655,1.2827952734097696,75.8191721,26.8604992,75.8191667,26.8605034
1.7015952970816876e+18,,,0.0,0.2349043312164654,0.3685253358259732,0.9864813622010782,0.45986252406053824,0.663315457082128,1.2022349095928722,75.8191696,26.8605003,75.8191632,26.860508
1.701595297584019e+18,,,0.0,0.18377854740892424,0.32312817069557687,0.940368070434843,0.3541027886681977,0.6174628161437389,1.1192458514197379,75.8191667,26.8605034,75.819162,26.8605114
1.7015952980863503e+18,,,0.0,0.20450082568035355,0.41342964581863334,1.0421115724899992,0.4210015081847901,0.7790058281628895,1.2467731705565301,75.8191632,26.860508,75.8191599,26.8605143
1.7015952985886817e+18,,,0.0,0.26012904032384543,0.4504831440168558,1.139653805740545,0.5044840995338115,0.8133128941014964,1.372405855794661,75.819162,26.8605114,75.8191582,26.8605167
1.701595299091013e+18,,,0.0,0.24003390808116393,0.3845155843535127,1.0487759409682207,0.44085608339967974,0.6883737391999422,1.24488478813487,75.8191599,26.8605143,75.8191578,26.8605173
1.7015952995933445e+18,,,0.0,0.1766377601182634,0.5118142858703691,1.011574485220547,0.3324438309617801,0.9071975553157278,1.2413147473396706,75.8191582,26.8605167,75.8191522,26.860522
1.7015953000956756e+18,,,0.0,0.14087184474309145,0.655560822092452,1.3413641223420152,0.2734778913563559,1.1744590199601304,1.687917868019392,75.8191578,26.8605173,75.8191478,26.860525
1.7015953005980063e+18,,,0.0,0.1346323079089513,0.47830083754828207,1.3364913198185386,0.26673531669659545,0.9580816838078309,1.6698406339128193,75.8191522,26.860522,75.8191192,26.860521
1.7015953011003366e+18,,,0.0,0.17999474978929095,0.39681368813818857,1.0655305959497505,0.3548743576462052,0.6646538209155063,1.2948851167684552,75.8191478,26.860525,75.8191051,26.8605179
1.7015953016026673e+18,,,0.0,0.27943585693498085,0.394302530056752,1.1301726836144725,0.5225518669688319,0.6571641827685055,1.4213555902356023,75.8191192,26.860521,75.8190908,26.8605189
