time,longitude,latitude,quality_label,mean_x,mean_y,mean_z,RMS_x,RMS_y,RMS_z,longitude_s,latitude_s,longitude_e,latitude_e
1.701598304074398e+18,,,0.0,0.10337759284135332,0.18903432836346146,0.6110947607991478,0.2075551959437531,0.2894616685168956,0.7695239294915692,75.8068167,26.8618983,75.8068167,26.8618983
1.7015983045766994e+18,,,0.0,0.2740162215005601,0.5166169603765448,1.1920959844795207,0.529673984853331,0.7342962938839793,1.5723358684796036,75.8068167,26.8618983,75.8068167,26.8618983
1.7015983050790026e+18,,,0.0,0.3217760653948351,0.6175028301713197,1.4107333001801812,0.6090229653309979,0.8470634307772966,1.7339454507824528,75.8068167,26.8618983,75.8068167,26.8618983
1.7015983055813076e+18,,,0.0,0.2881431281128589,0.42856508415917316,1.1162854313904915,0.5518273682740479,0.6396618441071702,1.295336029699001,75.8068167,26.8618983,75.8068062,26.8618999
1.7015983060836145e+18,,,0.0,0.37165682641109804,0.527063514192205,1.219386747011892,0.7585735225600706,0.8295713845381888,1.6738382400643135,75.8068167,26.8618983,75.8068062,26.8618999
1.701598306611038e+18,,,0.0,0.38708558128888215,0.6391577566611839,1.4078732413919826,0.7909882197776023,1.0108218582954063,1.8505755098496455,75.8068062,26.8618999,75.8067775,26.8618996
1.7015983071133466e+18,,,0.0,0.35607863484880353,0.5623075582919597,1.681401748005172,0.7357481895973819,0.9178560651802534,2.0115737643727556,75.8068062,26.8618999,75.8067775,26.8618996
1.7015983076156564e+18,,,0.0,0.43362355011204656,0.6814522558625217,2.012249656117934,0.8299884079869367,1.278444684034655,2.457225506009605,75.8067775,26.8618996,75.8067775,26.8618996
1.701598308117966e+18,,,0.0,0.4051933165155408,0.741001540796237,1.8429957717946344,0.7444712783767055,1.3935240539284506,2.2999637251009837,75.8067775,26.8618996,75.8067589,26.8618797
1.7015983086202762e+18,,,0.0,0.38401272483181165,0.5764848856559328,1.5340420539782664,0.71057451638247,0.988402518742784,1.8552654061410676,75.8067775,26.8618996,75.8067589,26.8618797
1.7015983091225864e+18,,,0.0,0.43516920450892427,0.549583169724889,1.4401863342774397,0.7655486892758286,0.8911172386642617,1.724714306168734,75.8067589,26.8618797,75.8067508,26.8618654
1.7015983096248968e+18,,,0.0,0.3640997342183194,0.639589166258015,1.5832507573833923,0.6494542130720771,1.078874844355346,1.9572893222677994,75.8067589,26.8618797,75.8067508,26.8618654
1.7015983101272064e+18,,,0.0,0.3260875138014715,0.6922876894389454,1.68303092328696,0.5858735604227413,1.1643400476813044,2.1044882786166563,75.8067508,26.8618654,75.806745,26.8618455
1.7015983106295163e+18,,,0.0,0.27304565264718356,0.5938608138580949,1.457284814884333,0.5290861838761922,0.9883796407417544,1.8544873356211706,75.8067508,26.8618654,75.806745,26.8618455
1.7015983111318262e+18,,,0.0,0.22723372062640532,0.5334662403054858,1.3625755057059719,0.4300134458739587,0.8756301390865555,1.7431782026165479,75.806745,26.8618455,75.8067418,26.8618235
1.7015983116341358e+18,,,0.0,0.2657324390352015,0.5456029516151918,1.395138262963001,0.4966604052194825,0.9338443860974222,1.7315197039793815,75.806745,26.8618455,75.8067418,26.8618235
1.7015983121364452e+18,,,0.0,0.25821745363531035,0.7490383519491084,1.7120020163923815,0.5339967333422476,1.4194258406988005,2.2994060207727034,75.8067418,26.8618235,75.8067361,26.861799
1.7015983126387543e+18,,,0.0,0.1929093416400508,0.9036957317597875,1.9879345345164063,0.4206060302355301,1.625128746419687,2.5567648845310167,75.8067361,26.861799,75.8067361,26.861799
1.7015983131410634e+18,,,0.0,0.19149576770958276,0.7633266792711336,1.7573541808223683,0.3460246588203858,1.3271060996347828,2.17854221331113,75.8067361,26.861799,75.8067306,26.8617701
1.7015983136433723e+18,,,0.0,0.245548623675002,0.6817049582283462,1.671522963654703,0.47802948460867406,1.1653120036522482,2.001827975127099,75.8067306,26.8617701,75.8067157,26.8617492
1.701598314145681e+18,,,0.0,0.21056422764351396,0.530675719589188,1.6039399149141687,0.455994012131293,0.9542079671331386,1.9210386731950522,75.8067306,26.8617701,75.8067135,26.8617466
1.7015983146479898e+18,,,0.0,0.21538751500125275,0.585573162766839,1.671524093442364,0.39795909639175314,1.0305728514773134,2.1272613428406397,75.8067157,26.8617492,75.8067056,26.8617485
1.701598315150298e+18,,,0.0,0.3580659025842644,0.7371225398403327,2.0096395967447083,0.6196638218204583,1.1784697396547867,2.5442340531230365,75.8067135,26.8617466,75.8067035,26.861736
1.7015983156526067e+18,,,0.0,0.4670588082284226,0.7886911843547246,2.0779959302620026,0.8273964584190795,1.3682655278167233,2.5656466599401426,75.8067056,26.8617485,75.8066957,26.8617125
1.701598316154915e+18,,,0.0,0.35489491559805264,0.8002772343041498,2.2219748686450784,0.7114610008191512,1.4452699429605933,2.7116422884936933,75.8067035,26.861736,75.8066933,26.8616824
1.7015983166572234e+18,,,0.0,0.2931391938287891,0.748341824629333,2.267201318851407,0.5584628981558398,1.2997800562245811,2.7836995703392566,75.8066957,26.8617125,75.8066932,26.8616629
1.7015983171595318e+18,,,0.0,0.2958053275249046,0.8048236215974828,1.8808621641453573,0.5440523243528577,1.3800688812879114,2.372490445219994,75.8066933,26.8616824,75.8066894,26.8616461
1.70159831766184e+18,,,0.0,0.2673565324860948,0.7944979028694434,1.713258749034306,0.4927061180103607,1.361386243224737,2.234333212529325,75.8066932,26.8616629,75.8066849,26.8616308
