time,longitude,latitude,quality_label,mean_x,mean_y,mean_z,RMS_x,RMS_y,RMS_z,longitude_s,latitude_s,longitude_e,latitude_e
1.7015960024107653e+18,,,0.0,0.08365903606276484,0.2668324473033838,0.6480862292254327,0.15530382173744,0.392119029302555,0.707674087622767,75.8116676,26.8624561,75.8116676,26.8624561
1.7015960029130783e+18,,,0.0,0.16583089280501603,0.39128293536637637,0.9382887331822992,0.36584404365536793,0.607480705865225,1.195375155892867,75.8116676,26.8624561,75.8116676,26.8624561
1.701596003415394e+18,,,0.0,0.27663225727588886,0.46520072068505847,1.1649478663338833,0.5451240950157987,0.7336099126318626,1.4629895378601725,75.8116676,26.8624561,75.8117196,26.862408
1.7015960039177116e+18,,,0.0,0.27837829823788857,0.475009446795209,1.226639696320617,0.5374171945261863,0.7139085121210239,1.4756757172360642,75.8116676,26.8624561,75.8117196,26.862408
1.7015960044200315e+18,,,0.0,0.2494681648072966,0.5140734017005074,1.3536477522762271,0.4819470982477871,0.8388263844035122,1.655381759678098,75.8117196,26.862408,75.8118322,26.862301
1.7015960049474696e+18,,,0.0,0.24719415642519607,0.5968827744133091,1.2709213134397106,0.4728353425232728,0.9979628860931553,1.6211899575722852,75.8117196,26.862408,75.8118322,26.862301
1.7015960054497933e+18,,,0.0,0.1793845109854513,0.5558474095759877,1.2421562614420119,0.37247903114282305,0.9066260627105605,1.535452177747234,75.8118322,26.862301,75.8119244,26.862111
1.701596005952118e+18,,,0.0,0.14114507658983555,0.383469575994054,1.154664502005271,0.2926838143590095,0.6552289496489849,1.415401676168555,75.8118322,26.862301,75.8119244,26.862111
1.7015960064544433e+18,,,0.0,0.2613768780883667,0.3325797651086973,1.0541511705454074,0.4892323165893586,0.5184890799171,1.3184990785133752,75.8119244,26.862111,75.8119334,26.862061
1.7015960069567688e+18,,,0.0,0.448492158543768,0.4067619847992684,1.5667029963738162,0.8197184207223009,0.5834460723095799,1.8848039067756117,75.8119244,26.862111,75.8119334,26.862061
1.7015960074590943e+18,,,0.0,0.5784956359521309,0.4321563561640616,1.7028760330043795,1.0408484284989568,0.6368084392896348,1.9959948861437646,75.8119334,26.862061,75.8119255,26.862046
1.7015960079614195e+18,,,0.0,0.47787143489027806,0.455208589922841,1.2480521461679963,0.914424760023344,0.7385387127654685,1.5453952811610236,75.8119334,26.862061,75.8119255,26.862046
1.7015960084637445e+18,,,0.0,0.24604389401846177,0.5110580003096516,1.1368310666081205,0.5339516563816449,0.8772681054849819,1.3740903851000135,75.8119255,26.862046,75.8119074,26.862047
1.7015960089660695e+18,,,0.0,0.2076091717633841,0.4922616875208209,1.231344061139828,0.366795428491909,0.8625781160874424,1.492051265673182,75.8119255,26.862046,75.8119074,26.862047
1.701596009468394e+18,,,0.0,0.23370960067316535,0.502122972225322,1.3851594980513227,0.40198378665954565,0.9159791828159466,1.6723299334196329,75.8119074,26.862047,75.8118878,26.8620496
1.701596009970718e+18,,,0.0,0.2713024408373972,0.7442760317236342,1.9573801759433456,0.49469860416831923,1.410788492829824,2.404940089283736,75.8119074,26.862047,75.8118878,26.8620496
1.7015960104730422e+18,,,0.0,0.26291901256947925,0.8047299894775313,2.2700431445366416,0.5011892581023084,1.4979037253439151,2.746505928047681,75.8118878,26.8620496,75.8118821,26.8620414
1.7015960109753664e+18,,,0.0,0.22737261043481868,0.6460734976433978,1.9149177866699076,0.421154151000684,1.145479944615197,2.3974827276331983,75.8118878,26.8620496,75.8118821,26.8620414
1.7015960114776906e+18,,,0.0,0.18847785045806456,0.5006582594776217,1.443766320653323,0.35111268294159403,0.8581411276155253,1.8397296302884463,75.8118821,26.8620414,75.8118821,26.8620414
1.7015960119800143e+18,,,0.0,0.14311132098714707,0.443489655807684,1.2669716526536583,0.28749586665190935,0.8411333218415419,1.5647259267672577,75.8118821,26.8620414,75.8118512,26.8620371
1.7015960124823383e+18,,,0.0,0.19307576497333445,0.5202940170862531,1.5068322041650903,0.3674299403649727,0.9623287199474616,1.8726821232768098,75.8118821,26.8620414,75.8118468,26.8620358
1.701596012984662e+18,,,0.0,0.26860679144240035,0.5511505212667777,1.5812316132063264,0.48340490515286577,0.9300479639795229,1.9985299569871224,75.8118512,26.8620371,75.8118519,26.8620333
1.7015960134869855e+18,,,0.0,0.2428745392325895,0.4647918101978064,1.3790832513394458,0.45090662033041,0.8330057530637522,1.7758026555818605,75.8118468,26.8620358,75.8118391,26.8620301
1.7015960139893092e+18,,,0.0,0.17037196375094493,0.3937126460378502,1.3860761367343628,0.3131086703324535,0.7172747695524251,1.6848509101625024,75.8118519,26.8620333,75.8118241,26.8620296
1.7015960144916326e+18,,,0.0,0.17385146024705045,0.42082732468999595,1.4021666167553872,0.3075047735139748,0.7116657279956283,1.7261856333082854,75.8118391,26.8620301,75.8118085,26.8620269
1.7015960149939566e+18,,,0.0,0.22530029892874143,0.4623123175797766,1.3698292014911366,0.4170869322457026,0.7947317949713387,1.6689569082859954,75.8118241,26.8620296,75.8117935,26.8620247
1.7015960154962803e+18,,,0.0,0.2100674253331679,0.4747834947490704,1.4654648803482733,0.4059437215208063,0.8251708484020743,1.8567876388518745,75.8118085,26.8620269,75.8117811,26.8620223
1.7015960159986038e+18,,,0.0,0.19397888024622298,0.43191808041705315,1.3016341023049254,0.3962380235350348,0.7284190338697164,1.7253528857412428,75.8117935,26.8620247,75.8117706,26.8620203
1.701596016500928e+18,,,0.0,0.19353418719381552,0.35739129841776646,1.1527599998902325,0.3865670231500132,0.5908485379603146,1.4185668333601595,75.8117811,26.8620223,75.8117539,26.8620153
